id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,geoscope_candidates,environment_candidates,contribution_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,GeoScope_labels,EnvironmentType_labels,ContributionType_labels
https://openalex.org/W3004293435,Phylogenomic Insights into Deep Phylogeny of Angiosperms Based on Broad Nuclear Gene Sampling,2020,tier1,,,Coalescent-based Model,Nuclear Gene Sequences,Angiosperms|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation,Coalescent-based Model,,Angiosperms|Plants,Nuclear Gene Sequences,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4206621711,Species divergence with gene flow and hybrid speciation on the Qinghai–Tibet Plateau,2022,tier2,,,,,Plants,Multiple Locations,High-altitude,Empirical Study,Species Delimitation|Gene Flow / Introgression Analysis,,,Plants,,Multiple Locations,High-altitude,Empirical Study
https://openalex.org/W4313611824,"<i>cis</i>-Regulatory Elements in Plant Development, Adaptation, and Evolution",2023,tier2,,,,Ecological / Environmental Variables|Transcriptome (RNA-seq),Mammalia|Plants,Not Specified|Single Location,Marine,Empirical Study,Adaptation Inference|Trait Evolution / Ancestral State Reconstruction,,,Plants,Ecological / Environmental Variables|Transcriptome (RNA-seq),Not Specified,Not Specified,Review / Survey
https://openalex.org/W4393035934,Update on the proposed minimal standards for the use of genome data for the taxonomy of prokaryotes,2024,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Not Specified,Method / Model Paper|Resource / Dataset Paper
https://openalex.org/W3010020071,On the origin and continuing evolution of SARS-CoV-2,2020,tier1,,,,SNP Genotype Data,Mammalia,Multiple Locations,Marine,Empirical Study,Phylogeny Inference|Selection / Positive Selection Detection|Demographic History Inference,dN/dS Analysis,,,SNP Genotype Data,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4206495906,Sequestration of Plant Defense Compounds by Insects: From Mechanisms to Insect–Plant Coevolution,2022,tier2,,,,Transcriptome (RNA-seq),Insects|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Eco-evolutionary Dynamics|Adaptation Inference|Selection / Positive Selection Detection,,,Insects|Plants,Transcriptome (RNA-seq),Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4313250582,Truvari: refined structural variant comparison preserves allelic diversity,2022,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,,,,,,Not Specified,Not Specified,Method / Model Paper
https://openalex.org/W3042958967,Gene Loss Predictably Drives Evolutionary Adaptation,2020,tier2,,,,SNP Genotype Data,Model Organisms|Yeast,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Selection / Positive Selection Detection,,,Yeast|Model Organisms,SNP Genotype Data,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3040709534,Unambiguous identification of fungi: where do we stand and how accurate and precise is fungal DNA barcoding?,2020,tier1,,,,,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Species Delimitation|Phylogeny Inference,,,Plants,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3005090698,Assortative Mating in Hybrid Zones Is Remarkably Ineffective in Promoting Speciation,2020,tier1,,,Simulation-based Inference,Behavioral Data|Nuclear Gene Sequences,,Not Specified|Single Location,Marine,Empirical Study,Speciation|Gene Flow / Introgression Analysis,Simulation-based Inference,,,Behavioral Data|Nuclear Gene Sequences,Not Specified,Marine,Empirical Study
https://openalex.org/W4220825103,Biomineralization: Integrating mechanism and evolutionary history,2022,tier2,,,,Ecological / Environmental Variables,,Global / Public Database Scale,Marine,Empirical Study|Method / Model Paper|Review / Survey,Macroevolutionary Pattern Analysis|Evolutionary Theory / Conceptual Analysis,,,,Ecological / Environmental Variables,Global / Public Database Scale,Marine,Review / Survey|Empirical Study
https://openalex.org/W3016350077,Genetic and metabolic links between the murine microbiome and memory,2020,tier2,,,,Behavioral Data|SNP Genotype Data|Whole Genome Sequence,Model Organisms|Mouse,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference,,,Model Organisms|Mouse,Behavioral Data|SNP Genotype Data|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3110382400,Ecological adaptation in Atlantic herring is associated with large shifts in allele frequencies at hundreds of loci,2020,tier2,,,,,Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference|Population Structure Analysis,,,Vertebrates,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4280570469,Epistatic drift causes gradual decay of predictability in protein evolution,2022,tier2,,,,,,Multiple Locations,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis|Trait Evolution / Ancestral State Reconstruction,,,,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4382893389,An Atlas of Variant Effects to understand the genome at nucleotide resolution,2023,tier2,,,,,,Not Specified|Single Location,Marine,Empirical Study|Resource / Dataset Paper,Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W4221082304,"The Expanding Role of DNA Barcodes: Indispensable Tools for Ecology, Evolution, and Conservation",2022,tier2,,,,,,Not Specified|Single Location,Marine,Empirical Study|Resource / Dataset Paper|Review / Survey,Phylogeny Inference|Species Delimitation|Gene Flow / Introgression Analysis,,,,DNA,Not Specified,Not Specified,Review / Survey|Resource / Dataset Paper|Empirical Study
https://openalex.org/W4226261637,Best practices in metabarcoding of fungi: From experimental design to results,2022,tier2,STRUCTURE,,,,,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Species Delimitation,,STRUCTURE,Fungi,DNA|Ecological / Environmental Variables,Multiple Locations,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W4294001681,"A compendium of 32,277 metagenome-assembled genomes and over 80 million genes from the early-life human gut microbiome",2022,tier2,,,,Transcriptome (RNA-seq),,Not Specified|Single Location,Terrestrial,Empirical Study|Resource / Dataset Paper,Taxon|Phylogeny Inference,,,,Transcriptome (RNA-seq),Not Specified,Terrestrial,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3033359651,Within-Host Viral Diversity: A Window into Viral Evolution,2020,tier1,,,,,,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Review / Survey,Adaptation Inference|Phylogenetic Comparative Methods|Evolutionary Theory / Conceptual Analysis,,,,,Multiple Locations,Marine,Empirical Study|Review / Survey
https://openalex.org/W3017309630,Comparative analyses of the V4 and V9 regions of 18S rDNA for the extant eukaryotic community using the Illumina platform,2020,tier2,,,,Transcriptome (RNA-seq),,Not Specified|Single Location,Island|Marine,Empirical Study,Phylogeny Inference|Population Structure Analysis,,,,Transcriptome (RNA-seq),Single Location,Island|Marine,Empirical Study
https://openalex.org/W2998988705,Rearrangement and evolution of mitochondrial genomes in Thysanoptera (Insecta),2020,tier2,,,Bayesian Inference,mtDNA,Insects,Multiple Locations,Not Specified,Empirical Study,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction|Macroevolutionary Pattern Analysis,Bayesian Inference,,Insects|Invertebrates,mtDNA|Nuclear Gene Sequences,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3011413344,Insights into human genetic variation and population history from 929 diverse genomes,2020,tier1,,,,Whole Genome Sequence,,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Demographic History Inference|Population Structure Analysis,,,,Whole Genome Sequence,Not Specified|Multiple Locations,Not Specified,Empirical Study|Review / Survey
https://openalex.org/W3007671504,Genomic evidence for two phylogenetic species and long-term population bottlenecks in red pandas,2020,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Species Delimitation|Demographic History Inference|Phylogeny Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4210670259,Exploring the Natural Origins of SARS-CoV-2 in the Light of Recombination,2022,tier1,,,Network Phylogenetics,,Mammalia,Multiple Locations,Not Specified,Empirical Study|Review / Survey,Phylogeny Inference|Gene Flow / Introgression Analysis|Biogeography,Network Phylogenetics,,Mammalia,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3197386930,Epigenetics: a catalyst of plant immunity against pathogens,2021,tier2,,,,Transcriptome (RNA-seq),Plants,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Review / Survey,Adaptation Inference,,,Plants,Transcriptome (RNA-seq),Multiple Locations,Not Specified,Review / Survey
https://openalex.org/W3158509501,Fossil apes and human evolution,2021,tier1,,,,Fossil Record,Mammalia,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction|Divergence Time Estimation,,,Mammalia|Vertebrates,Fossil Record,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3009215254,Horizontal Gene Transfer and Endophytes: An Implication for the Acquisition of Novel Traits,2020,tier1,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,Plants,Multiple Locations,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Evolutionary Theory / Conceptual Analysis,,,Plants,Ecological / Environmental Variables,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3015968582,Evolution of male pregnancy associated with remodeling of canonical vertebrate immunity in seahorses and pipefishes,2020,tier2,,,,Transcriptome (RNA-seq),Mammalia|Vertebrates,Multiple Locations,Marine,Empirical Study|Method / Model Paper,Adaptation Inference|Phylogeny Inference,,,Vertebrates|Teleost Fish|Mammalia,Transcriptome (RNA-seq),Multiple Locations,Marine,Empirical Study
https://openalex.org/W3015363306,Insights into the Diversification and Evolution of R2R3-MYB Transcription Factors in Plants,2020,tier2,,,,,Angiosperms|Plants,Multiple Locations,Terrestrial,Empirical Study,Phylogeny Inference|Macroevolutionary Pattern Analysis,,,Plants|Angiosperms,,Multiple Locations,Terrestrial,Empirical Study
https://openalex.org/W3014077108,Phylogeny and Functions of LOB Domain Proteins in Plants,2020,tier2,,,,Whole Genome Sequence,Plants,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Review / Survey,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction|Evolutionary Theory / Conceptual Analysis,,,Plants,Whole Genome Sequence,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3184992463,"A nuclear phylogenomic study of the angiosperm order Myrtales, exploring the potential and limitations of the universal Angiosperms353 probe set",2021,tier1,,,,,Angiosperms,Multiple Locations,Polar,Empirical Study,Phylogeny Inference|Biogeography,,,Angiosperms,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4387410180,The pan-genome and local adaptation of Arabidopsis thaliana,2023,tier2,,,,Transcriptome (RNA-seq),Arabidopsis|Model Organisms|Plants,Multiple Locations,High-altitude,Empirical Study|Method / Model Paper,Adaptation Inference|Phylogeny Inference|Demographic History Inference,,,Arabidopsis|Plants|Model Organisms,Transcriptome (RNA-seq),Multiple Locations,High-altitude,Empirical Study
https://openalex.org/W3122533633,"Phylogenomics, Origin, and Diversification of Anthozoans (Phylum Cnidaria)",2020,tier2,,,,Ecological / Environmental Variables|Nuclear Gene Sequences|mtDNA,,Not Specified|Single Location,Marine,Empirical Study,Phylogeny Inference|Divergence Time Estimation|Trait Evolution / Ancestral State Reconstruction,Bayesian Inference,,Invertebrates|Anthozoa|Cnidaria,Nuclear Gene Sequences|mtDNA,Not Specified,Marine,Empirical Study
https://openalex.org/W3200472081,Social evolution in mammals,2021,tier1,,,,Ecological / Environmental Variables,Mammalia,Not Specified|Single Location,Freshwater,Empirical Study|Review / Survey,Eco-evolutionary Dynamics|Trait Evolution / Ancestral State Reconstruction,,,Mammalia,Ecological / Environmental Variables,Not Specified,Freshwater,Review / Survey|Empirical Study
https://openalex.org/W3087838915,Chromosome-Scale Genome Assemblies of Aphids Reveal Extensively Rearranged Autosomes and Long-Term Conservation of the X Chromosome,2020,tier2,STRUCTURE,,,Transcriptome (RNA-seq),Insects|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Macroevolutionary Pattern Analysis|Genome Evolution|Phylogeny Inference,,STRUCTURE,Insects|Plants,Transcriptome (RNA-seq),Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4213436894,A unified genealogy of modern and ancient genomes,2022,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Demographic History Inference|Phylogeny Inference|Gene Flow / Introgression Analysis,,,,Whole Genome Sequence,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3133503807,Development and Molecular Genetics of<i>Marchantia polymorpha</i>,2021,tier1,,,,SNP Genotype Data,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Trait Evolution / Ancestral State Reconstruction|Phylogeny Inference,,,Plants|Angiosperms,SNP Genotype Data,Not Specified,Not Specified,Empirical Study|Method / Model Paper
